SID,SEASON,GEN_TIME,GEN_LAT,GEN_LON,GEN_NATURE,MAX_TIME,MAX_LAT,MAX_LON,MAX_INTENSITY_KT
1864112S10075,1864,1864-04-20 18:00:00,-9.6,75.1,NR,,,,
1864197N35285,1864,1864-07-15 00:00:00,35.0,-75.5,ET,1864-07-16 00:00:00,33.7,-74.5,70.0
1864206N32286,1864,1864-07-23 12:00:00,32.4,-73.6,SS,,,,
1864208N24271,1864,1864-07-25 12:00:00,24.0,-89.0,TS,1864-07-25 12:00:00,24.0,-89.0,60.0
1864239N15306,1864,1864-08-26 00:00:00,14.8,-54.5,TS,1864-08-26 00:00:00,14.8,-54.5,70.0
1864240N33319,1864,1864-08-26 12:00:00,33.0,-41.0,TS,,,,
1864243N15338,1864,1864-08-29 12:00:00,15.0,-22.5,TS,,,,
1864246N17315,1864,1864-09-02 00:00:00,17.3,-44.8,TS,,,,
1864249N33288,1864,1864-09-05 00:00:00,33.0,-72.5,TS,1864-09-05 00:00:00,33.0,-72.5,50.0
1864283N18290,1864,1864-10-08 12:00:00,17.7,-70.2,TS,,,,
1864294N15326,1864,1864-10-19 12:00:00,14.5,-34.5,TS,,,,
1864296N29288,1864,1864-10-22 00:00:00,28.5,-72.0,TS,1864-10-23 12:00:00,35.5,-72.5,70.0
1865011S14057,1865,1865-01-11 06:00:00,-14.2,57.2,NR,,,,
1865011S14058,1865,1865-01-11 06:00:00,-13.8,58.2,NR,,,,
1865021S32056,1865,1865-01-21 06:00:00,-32.1,55.9,NR,,,,
1865021S32057,1865,1865-01-21 06:00:00,-32.1,57.2,NR,,,,
1865042S12095,1865,1865-02-11 06:00:00,-12.0,94.6,NR,,,,
1865046S12094,1865,1865-02-14 18:00:00,-12.2,94.3,NR,,,,
1865052S13058,1865,1865-02-21 06:00:00,-12.9,58.2,NR,,,,
1865080S11085,1865,1865-03-20 18:00:00,-11.2,85.2,NR,,,,
1865080S11086,1865,1865-03-21 06:00:00,-10.9,85.6,NR,,,,
1865101S09076,1865,1865-04-11 06:00:00,-9.4,76.1,NR,,,,
1865150N13280,1865,1865-05-30 00:00:00,13.0,-80.0,TS,1865-05-30 00:00:00,13.0,-80.0,50.0
1865182N26263,1865,1865-06-30 12:00:00,26.0,-97.5,TS,1865-06-30 12:00:00,26.0,-97.5,50.0
1865232N30282,1865,1865-08-20 00:00:00,30.3,-78.3,TS,1865-08-22 12:00:00,34.0,-75.0,60.0
1865239N24282,1865,1865-08-26 12:00:00,24.2,-77.6,TS,,,,
1865247N13318,1865,1865-09-04 00:00:00,13.0,-42.3,TS,1865-09-06 00:00:00,15.1,-55.2,90.0
1865250N30268,1865,1865-09-07 00:00:00,29.7,-92.0,TS,1865-09-07 00:00:00,29.7,-92.0,60.0
1865252N15319,1865,1865-09-08 12:00:00,15.0,-41.0,TS,,,,
1865267N20287,1865,1865-09-23 12:00:00,20.0,-73.0,TS,1865-09-28 12:00:00,25.6,-69.6,70.0
1865274N20278,1865,1865-09-30 12:00:00,19.5,-82.3,TS,,,,
1865282N19289,1865,1865-10-08 12:00:00,18.8,-70.6,TS,,,,
1865287N11303,1865,1865-10-14 06:00:00,10.5,-57.2,TS,1865-10-22 12:00:00,20.1,-83.5,90.0
1865297N28280,1865,1865-10-24 06:00:00,28.1,-79.8,TS,,,,
1865335S13061,1866,1865-11-30 18:00:00,-12.8,60.6,NR,,,,
1866001S13066,1866,1866-01-01 06:00:00,-12.8,66.1,NR,,,,
1866032S19072,1866,1866-02-01 06:00:00,-19.3,72.0,NR,,,,
1866032S20072,1866,1866-01-31 18:00:00,-19.5,71.7,NR,,,,
1866060S13091,1866,1866-02-28 18:00:00,-13.3,90.6,NR,,,,
1866080S14080,1866,1866-03-20 18:00:00,-14.0,80.2,NR,,,,
1866091S11082,1866,1866-03-31 18:00:00,-10.8,81.6,NR,,,,
1866101S07089,1866,1866-04-11 00:00:00,-7.2,88.6,NR,,,,
1866101S13073,1866,1866-04-10 18:00:00,-12.5,72.6,NR,,,,
1866101S14051,1866,1866-04-11 06:00:00,-14.4,51.1,NR,,,,
1866101S15051,1866,1866-04-10 18:00:00,-15.0,51.2,NR,,,,
1866101S16054,1866,1866-04-11 00:00:00,-15.6,53.7,NR,,,,
1866101S16060,1866,1866-04-11 06:00:00,-15.7,59.8,NR,,,,
1866153N29270,1866,1866-06-01 12:00:00,28.5,-89.9,TS,,,,
1866193N27271,1866,1866-07-11 12:00:00,27.2,-88.8,TS,1866-07-11 12:00:00,27.2,-88.8,90.0
1866225N14298,1866,1866-08-13 00:00:00,14.5,-61.9,TS,1866-08-13 00:00:00,14.5,-61.9,90.0
1866229N20271,1866,1866-08-17 06:00:00,20.4,-88.8,TS,,,,
1866242N14307,1866,1866-08-29 12:00:00,14.4,-53.5,TS,,,,
1866247N33292,1866,1866-09-04 00:00:00,33.0,-68.1,TS,1866-09-04 00:00:00,33.0,-68.1,70.0
1866260N12333,1866,1866-09-17 00:00:00,12.1,-26.7,TS,1866-09-18 12:00:00,14.8,-28.5,70.0
1866263N36292,1866,1866-09-19 18:00:00,35.5,-68.0,TS,1866-09-22 00:00:00,40.2,-63.2,90.0
1866264N11342,1866,1866-09-20 12:00:00,11.3,-18.5,TS,1866-10-01 12:00:00,22.5,-74.4,120.0
1866270N25284,1866,1866-09-26 12:00:00,24.7,-75.8,TS,,,,
1866295N28326,1866,1866-10-21 12:00:00,27.5,-34.0,TS,,,,
1866302N33285,1866,1866-10-28 12:00:00,32.5,-75.0,SS,1866-10-29 18:00:00,34.3,-74.8,60.0
1866305S09073,1867,1866-10-31 18:00:00,-8.7,72.6,NR,,,,
1867011S11072,1867,1867-01-11 06:00:00,-10.8,72.0,NR,,,,
1867032S15081,1867,1867-02-01 06:00:00,-15.4,80.9,NR,,,,
1867032S15441,1867,1867-01-31 18:00:00,-15.4,80.7,NR,,,,
1867042S15071,1867,1867-02-11 06:00:00,-14.6,71.3,NR,,,,
1867046S15071,1867,1867-02-14 18:00:00,-14.7,71.2,NR,,,,
1867121S13069,1867,1867-04-30 18:00:00,-13.1,69.1,NR,,,,
1867121S13070,1867,1867-05-01 06:00:00,-12.9,69.5,NR,,,,
1867172N28280,1867,1867-06-20 12:00:00,27.8,-79.7,SS,1867-06-22 06:00:00,31.8,-80.0,70.0
1867200N19268,1867,1867-07-19 00:00:00,18.9,-92.5,TS,,,,
1867209N18303,1867,1867-07-28 00:00:00,18.5,-56.6,TS,1867-08-01 12:00:00,32.1,-76.3,90.0
1867215N14283,1867,1867-08-02 12:00:00,14.0,-77.0,TS,1867-08-02 12:00:00,14.0,-77.0,90.0
1867223N24278,1867,1867-08-10 12:00:00,24.0,-82.5,TS,,,,
1867242N12333,1867,1867-08-29 12:00:00,12.3,-27.5,TS,,,,
1867243N31288,1867,1867-08-31 00:00:00,30.8,-71.6,TS,1867-08-31 00:00:00,30.8,-71.6,70.0
1867243N33283,1867,1867-08-30 12:00:00,32.5,-76.7,TS,,,,
1867247N12340,1867,1867-09-03 12:00:00,12.2,-20.2,TS,1867-09-08 12:00:00,17.7,-58.7,50.0
1867259N27269,1867,1867-09-15 12:00:00,27.3,-90.7,TS,,,,
1867268N18278,1867,1867-09-25 00:00:00,18.2,-82.0,TS,1867-10-02 00:00:00,24.7,-96.7,90.0
1867268N30303,1867,1867-09-24 12:00:00,29.5,-57.5,TS,,,,
1867270N36291,1867,1867-09-27 00:00:00,35.5,-69.5,SS,,,,
1867272N30286,1867,1867-09-29 00:00:00,30.1,-73.6,TS,1867-09-30 12:00:00,35.0,-73.6,90.0
1867281N14301,1867,1867-10-08 00:00:00,14.1,-59.0,TS,,,,
1867283N18297,1867,1867-10-09 12:00:00,17.5,-62.8,TS,1867-10-09 12:00:00,17.5,-62.8,40.0
1867300N19310,1867,1867-10-27 00:00:00,19.0,-50.5,TS,1867-10-29 12:00:00,18.6,-63.3,110.0
1867345S19059,1868,1867-12-11 00:00:00,-19.0,58.5,NR,,,,
1868001S17055,1868,1868-01-01 06:00:00,-16.9,54.7,NR,,,,
1868001S18055,1868,1868-01-01 06:00:00,-18.2,55.1,NR,,,,
1868011S17062,1868,1868-01-11 06:00:00,-17.3,61.9,NR,,,,
1868032S17081,1868,1868-02-01 06:00:00,-17.3,80.6,NR,,,,
1868032S17441,1868,1868-01-31 18:00:00,-17.4,80.5,NR,,,,
1868071S15066,1868,1868-03-11 06:00:00,-14.8,65.9,NR,,,,
1868071S15426,1868,1868-03-10 18:00:00,-15.0,65.6,NR,,,,
1868161N30281,1868,1868-06-08 12:00:00,29.5,-79.0,SS,,,,
1868193N13303,1868,1868-07-10 12:00:00,12.5,-57.5,TS,,,,
1868240N16327,1868,1868-08-27 00:00:00,16.0,-33.5,TS,1868-09-06 00:00:00,39.2,-64.7,90.0
1868250N31323,1868,1868-09-05 12:00:00,31.0,-37.1,TS,,,,
1868275N27265,1868,1868-09-30 12:00:00,27.0,-95.0,TS,1868-10-07 12:00:00,43.8,-57.8,70.0
1868278N14280,1868,1868-10-04 00:00:00,13.8,-80.0,TS,1868-10-05 00:00:00,16.7,-80.7,90.0
1868288N16291,1868,1868-10-14 00:00:00,16.0,-69.4,TS,,,,
1868289N26287,1868,1868-10-15 00:00:00,26.1,-73.3,TS,1868-10-17 00:00:00,33.5,-70.6,90.0
1868304N27304,1868,1868-10-29 12:00:00,26.8,-56.2,TS,,,,
1868306S08077,1869,1868-10-31 18:00:00,-8.4,76.5,NR,,,,
1868316S08077,1869,1868-11-11 06:00:00,-8.3,76.5,NR,,,,
1869021S21053,1869,1869-01-21 06:00:00,-21.2,53.0,NR,,,,
1869039S19053,1869,1869-02-08 06:00:00,-18.7,53.3,NR,,,,
1869042S18054,1869,1869-02-11 06:00:00,-17.8,54.1,NR,,,,
1869042S20072,1869,1869-02-11 06:00:00,-19.5,71.6,NR,,,,
1869046S20071,1869,1869-02-14 18:00:00,-19.8,71.3,NR,,,,
1869052S19084,1869,1869-02-21 06:00:00,-19.2,83.7,NR,,,,
1869091S11073,1869,1869-04-01 06:00:00,-11.1,72.6,NR,,,,
1869091S11433,1869,1869-03-31 18:00:00,-11.2,72.6,NR,,,,
1869222N30285,1869,1869-08-09 12:00:00,29.5,-75.5,TS,,,,
1869224N41313,1869,1869-08-12 00:00:00,40.5,-47.5,TS,1869-08-12 00:00:00,40.5,-47.5,90.0
1869226N20276,1869,1869-08-14 00:00:00,19.6,-84.5,TS,1869-08-16 00:00:00,26.3,-91.3,90.0
1869239N33313,1869,1869-08-27 00:00:00,32.7,-46.7,TS,1869-08-27 00:00:00,32.7,-46.7,70.0
1869239N34314,1869,1869-08-27 00:00:00,34.1,-46.0,TS,,,,
1869244N28287,1869,1869-09-01 00:00:00,28.0,-73.0,TS,1869-09-02 00:00:00,30.3,-69.0,60.0
1869245N20288,1869,1869-09-02 06:00:00,20.2,-71.6,TS,1869-09-08 00:00:00,31.8,-74.2,100.0
1869247N26271,1869,1869-09-04 00:00:00,26.3,-89.1,TS,1869-09-04 00:00:00,26.3,-89.1,70.0
1869251N18326,1869,1869-09-07 12:00:00,18.3,-33.7,TS,,,,
1869253N10328,1869,1869-09-09 12:00:00,10.4,-31.6,TS,1869-09-12 12:00:00,14.0,-46.4,90.0
1869258N16317,1869,1869-09-14 12:00:00,16.0,-43.0,TS,1869-09-14 12:00:00,16.0,-43.0,60.0
1869270N18308,1869,1869-09-26 12:00:00,17.9,-51.7,TS,1869-10-04 00:00:00,31.8,-75.3,90.0
1869275N17293,1869,1869-10-01 12:00:00,17.0,-67.5,TS,1869-10-01 12:00:00,17.0,-67.5,50.0
1869276N13300,1869,1869-10-02 12:00:00,12.5,-60.3,TS,,,,
1869305S06092,1870,1869-10-31 18:00:00,-6.3,92.2,NR,,,,
1869345S18073,1870,1869-12-11 06:00:00,-17.5,73.1,NR,,,,
1869345S18074,1870,1869-12-10 18:00:00,-18.2,73.5,NR,,,,
1870001S31048,1870,1870-01-01 06:00:00,-30.9,47.8,NR,,,,
1870001S32049,1870,1870-01-01 06:00:00,-31.6,48.5,NR,,,,
1870021S10057,1870,1870-01-21 06:00:00,-10.0,56.5,NR,,,,
1870021S11056,1870,1870-01-21 06:00:00,-11.0,56.2,NR,,,,
1870042S15066,1870,1870-02-11 06:00:00,-15.4,65.6,NR,,,,
1870046S16066,1870,1870-02-14 18:00:00,-15.6,65.5,NR,,,,
1870052S20109,1870,1870-02-21 06:00:00,-20.3,109.1,NR,,,,
1870101S07108,1870,1870-04-10 18:00:00,-6.8,107.5,NR,,,,
1870101S09087,1870,1870-04-11 06:00:00,-8.5,86.7,NR,,,,
1870101S09447,1870,1870-04-10 18:00:00,-8.7,86.5,NR,,,,
1870211N28272,1870,1870-07-29 12:00:00,27.5,-88.3,TS,1870-07-30 18:00:00,30.9,-88.1,70.0
1870214N13340,1870,1870-08-01 18:00:00,13.2,-20.1,TS,,,,
1870238N14310,1870,1870-08-25 12:00:00,14.1,-50.1,TS,1870-09-02 00:00:00,30.8,-68.9,90.0
1870242N13338,1870,1870-08-29 12:00:00,13.0,-21.7,TS,1870-09-11 00:00:00,34.6,-63.3,110.0
1870252N13315,1870,1870-09-08 12:00:00,12.6,-44.7,TS,,,,
1870260N30292,1870,1870-09-17 00:00:00,30.2,-68.1,TS,1870-09-17 00:00:00,30.2,-68.1,80.0
1870264N11332,1870,1870-09-20 12:00:00,11.0,-27.9,TS,,,,
1870278N18286,1870,1870-10-05 00:00:00,17.5,-74.0,TS,1870-10-07 12:00:00,22.1,-81.8,100.0
1870280N10331,1870,1870-10-07 00:00:00,10.0,-29.0,TS,1870-10-07 12:00:00,12.0,-35.0,70.0
1870290N15279,1870,1870-10-17 00:00:00,15.1,-81.3,TS,1870-10-19 00:00:00,19.2,-85.0,90.0
1870296N20288,1870,1870-10-22 12:00:00,19.8,-72.5,TS,1870-10-23 12:00:00,21.0,-72.0,90.0
1870297N12331,1870,1870-10-24 00:00:00,11.5,-29.0,TS,,,,
1870300N14283,1870,1870-10-27 00:00:00,13.6,-77.0,TS,1870-10-31 00:00:00,18.3,-85.8,70.0
1870310N28324,1870,1870-11-05 12:00:00,28.0,-36.0,TS,,,,
1870324N19317,1870,1870-11-20 06:00:00,18.6,-43.4,TS,,,,
1871001S12089,1871,1871-01-01 06:00:00,-11.6,88.5,NR,,,,
1871001S16061,1871,1871-01-01 06:00:00,-16.1,60.8,NR,,,,
1871021S09087,1871,1871-01-21 06:00:00,-8.7,87.0,NR,,,,
1871052S11095,1871,1871-02-21 06:00:00,-10.5,94.7,NR,,,,
1871080S15108,1871,1871-03-20 18:00:00,-15.3,108.2,NR,,,,
1871080S16068,1871,1871-03-20 18:00:00,-16.3,68.0,NR,,,,
1871152N24279,1871,1871-06-01 00:00:00,24.1,-81.0,TS,1871-06-02 00:00:00,25.2,-85.4,50.0
1871182S04095,1872,1871-07-01 06:00:00,-4.2,94.8,NR,,,,
1871192S04095,1872,1871-07-11 06:00:00,-3.7,95.2,NR,,,,
1871224N26291,1871,1871-08-12 00:00:00,26.0,-69.2,TS,1871-08-15 12:00:00,26.9,-76.6,100.0
1871228N31312,1871,1871-08-16 00:00:00,31.3,-47.7,TS,,,,
1871229N11329,1871,1871-08-17 00:00:00,11.2,-30.7,TS,1871-08-21 00:00:00,16.4,-59.7,100.0
1871237N18325,1871,1871-08-24 12:00:00,17.5,-35.0,TS,,,,
1871239N24298,1871,1871-08-27 06:00:00,23.8,-61.6,TS,1871-08-30 00:00:00,27.0,-66.1,90.0
1871243N19317,1871,1871-08-30 12:00:00,19.4,-43.3,TS,,,,
1871247N28277,1871,1871-09-04 06:00:00,27.5,-83.0,TS,1871-09-05 00:00:00,26.7,-86.4,70.0
1871249N16318,1871,1871-09-05 12:00:00,16.0,-42.5,TS,,,,
1871259N17273,1871,1871-09-16 00:00:00,16.5,-87.5,TS,,,,
1871266N11315,1871,1871-09-23 00:00:00,10.5,-45.0,TS,,,,
1871271N19269,1871,1871-09-28 00:00:00,19.4,-91.5,TS,1871-10-02 00:00:00,25.9,-95.5,70.0
1871276N11281,1871,1871-10-02 18:00:00,11.0,-79.3,TS,,,,
1871278N11329,1871,1871-10-05 06:00:00,10.5,-31.0,TS,,,,
1871283N23302,1871,1871-10-10 00:00:00,22.7,-58.0,TS,1871-10-10 00:00:00,22.7,-58.0,70.0
1871289N15294,1871,1871-10-15 18:00:00,14.5,-65.7,TS,,,,
1871305S04100,1872,1871-11-01 06:00:00,-4.0,100.3,NR,,,,
1871305S04460,1872,1871-10-31 18:00:00,-4.0,100.4,NR,,,,
1872021S18054,1872,1872-01-21 06:00:00,-18.0,53.6,NR,,,,
1872021S19053,1872,1872-01-21 06:00:00,-19.1,52.6,NR,,,,
1872032S12085,1872,1872-02-01 06:00:00,-12.3,85.3,NR,,,,
1872032S15074,1872,1872-02-01 06:00:00,-14.8,74.2,NR,,,,
1872032S15434,1872,1872-01-31 18:00:00,-14.9,73.9,NR,,,,
1872039S12085,1872,1872-02-07 18:00:00,-12.3,85.2,NR,,,,
1872042S13104,1872,1872-02-11 06:00:00,-13.1,104.0,NR,,,,
1872046S13104,1872,1872-02-14 18:00:00,-13.3,104.3,NR,,,,
1872071S05087,1872,1872-03-10 18:00:00,-5.0,87.1,NR,,,,
1872071S05088,1872,1872-03-11 06:00:00,-4.7,87.5,NR,,,,
1872071S17051,1872,1872-03-10 18:00:00,-16.7,51.0,NR,,,,
1872092S23053,1872,1872-04-01 06:00:00,-23.3,53.0,NR,,,,
1872092S24053,1872,1872-03-31 18:00:00,-23.5,53.2,NR,,,,
1872122S14066,1872,1872-05-01 06:00:00,-13.9,65.9,NR,,,,
1872122S14426,1872,1872-04-30 18:00:00,-14.0,66.0,NR,,,,
1872191N25268,1872,1872-07-09 00:00:00,24.7,-91.8,TS,1872-07-10 00:00:00,26.6,-90.5,50.0
1872233N14334,1872,1872-08-19 12:00:00,13.5,-26.5,TS,1872-08-29 00:00:00,27.6,-61.3,90.0
1872241N36296,1872,1872-08-27 12:00:00,36.0,-64.0,TS,,,,
1872243N29299,1872,1872-08-30 03:00:00,29.2,-61.3,TS,,,,
1872250N12338,1872,1872-09-05 18:00:00,12.0,-22.5,TS,,,,
1872253N13301,1872,1872-09-09 00:00:00,12.6,-59.1,TS,1872-09-12 00:00:00,21.7,-63.9,70.0
1872273N12335,1872,1872-09-29 00:00:00,12.4,-25.4,TS,,,,
1872274N13328,1872,1872-09-30 00:00:00,13.0,-31.7,TS,1872-10-03 00:00:00,22.0,-43.8,70.0
1872275S14070,1873,1872-09-30 18:00:00,-14.4,69.6,NR,,,,
1872280N18291,1872,1872-10-05 12:00:00,17.5,-68.8,TS,,,,
1872296N23271,1872,1872-10-22 00:00:00,23.4,-89.3,TS,1872-10-24 12:00:00,32.4,-77.8,70.0
1872306S15069,1873,1872-10-31 18:00:00,-14.8,69.1,NR,,,,
1873001S16058,1873,1873-01-01 06:00:00,-16.0,58.2,NR,,,,
1873001S17058,1873,1873-01-01 06:00:00,-16.7,57.5,NR,,,,
1873021S17054,1873,1873-01-21 06:00:00,-17.4,53.8,NR,,,,
1873032S12076,1873,1873-02-01 06:00:00,-11.8,76.2,NR,,,,
1873032S12436,1873,1873-01-31 18:00:00,-12.0,76.0,NR,,,,
1873042S14056,1873,1873-02-11 06:00:00,-14.3,56.4,NR,,,,
1873046S15056,1873,1873-02-14 18:00:00,-14.6,56.3,NR,,,,
1873060S16067,1873,1873-03-01 06:00:00,-15.8,67.4,NR,,,,
1873070S10088,1873,1873-03-11 06:00:00,-9.7,88.0,NR,,,,
1873070S10448,1873,1873-03-10 18:00:00,-9.9,87.8,NR,,,,
1873152N24281,1873,1873-06-01 06:00:00,24.2,-78.8,TS,1873-06-01 06:00:00,24.2,-78.8,40.0
1873223N11332,1873,1873-08-10 18:00:00,11.0,-28.0,TS,,,,
1873225N14335,1873,1873-08-13 00:00:00,13.9,-25.0,TS,1873-08-23 00:00:00,34.3,-67.8,100.0
1873231N35306,1873,1873-08-18 12:00:00,35.0,-54.0,TS,,,,
1873256N13296,1873,1873-09-12 12:00:00,13.0,-64.0,TS,1873-09-18 00:00:00,23.2,-87.5,70.0
1873265N22274,1873,1873-09-22 00:00:00,22.2,-86.1,TS,1873-09-23 00:00:00,26.0,-84.1,50.0
1873269N13303,1873,1873-09-25 12:00:00,13.2,-57.0,TS,1873-09-28 12:00:00,18.0,-72.8,100.0
1873275N16340,1873,1873-10-01 12:00:00,15.7,-20.2,TS,,,,
1873290N30314,1873,1873-10-16 12:00:00,30.3,-46.0,TS,,,,
1874011S14064,1874,1874-01-11 06:00:00,-13.7,63.9,NR,,,,
1874011S15064,1874,1874-01-11 06:00:00,-14.8,63.5,NR,,,,
1874021S19055,1874,1874-01-21 06:00:00,-19.2,55.4,NR,,,,
1874042S13080,1874,1874-02-11 06:00:00,-12.6,79.5,NR,,,,
1874046S13079,1874,1874-02-14 18:00:00,-12.8,79.3,NR,,,,
1874070S13045,1874,1874-03-10 18:00:00,-13.5,44.8,NR,,,,
1874080S13072,1874,1874-03-21 06:00:00,-13.4,72.1,NR,,,,
1874080S13073,1874,1874-03-21 06:00:00,-13.4,72.9,NR,,,,
1874183N26275,1874,1874-07-02 00:00:00,25.8,-85.1,TS,1874-07-03 00:00:00,27.4,-88.3,50.0
1874215N25306,1874,1874-08-03 00:00:00,24.7,-53.6,MX,1874-08-05 00:00:00,33.5,-60.3,70.0
1874236N29292,1874,1874-08-23 12:00:00,29.0,-68.0,TS,,,,
1874240N13326,1874,1874-08-27 12:00:00,13.4,-33.6,TS,,,,
1874241N14326,1874,1874-08-29 00:00:00,13.6,-34.5,TS,1874-09-06 00:00:00,32.9,-66.0,80.0
1874245N20265,1874,1874-09-02 00:00:00,20.4,-94.6,TS,1874-09-04 00:00:00,23.9,-97.1,50.0
1874245N25271,1874,1874-09-01 12:00:00,24.5,-89.0,TS,,,,
1874251N26289,1874,1874-09-08 00:00:00,25.8,-70.6,TS,1874-09-08 00:00:00,25.8,-70.6,50.0
1874258N34313,1874,1874-09-14 12:00:00,34.2,-47.3,TS,,,,
1874268N18274,1874,1874-09-25 00:00:00,17.5,-86.4,TS,1874-09-28 18:00:00,32.7,-80.3,80.0
1874304N14283,1874,1874-10-31 00:00:00,14.4,-77.2,TS,1874-11-02 00:00:00,17.7,-77.1,90.0
1875011S13061,1875,1875-01-11 06:00:00,-13.0,60.9,NR,,,,
1875011S14076,1875,1875-01-11 06:00:00,-13.7,76.0,NR,,,,
1875060S17082,1875,1875-03-01 06:00:00,-16.8,82.0,NR,,,,
1875060S17088,1875,1875-03-01 06:00:00,-17.2,88.0,NR,,,,
1875060S17448,1875,1875-02-28 18:00:00,-17.3,87.8,NR,,,,
1875228N31284,1875,1875-08-15 12:00:00,31.0,-76.5,TS,1875-08-16 00:00:00,30.8,-75.0,70.0
1875239N37308,1875,1875-08-27 00:00:00,36.9,-52.4,TS,,,,
1875243N14330,1875,1875-08-30 12:00:00,14.0,-30.0,TS,1875-09-03 00:00:00,14.4,-47.8,70.0
1875246N12333,1875,1875-09-02 12:00:00,11.5,-27.3,TS,1875-09-16 12:00:00,27.2,-95.6,100.0
1875259N33318,1875,1875-09-15 12:00:00,32.5,-42.0,TS,,,,
1875267N23267,1875,1875-09-24 00:00:00,23.4,-93.4,TS,1875-09-25 00:00:00,26.3,-95.1,50.0
1875277N19297,1875,1875-10-04 06:00:00,18.8,-63.2,TS,,,,
1875280N24292,1875,1875-10-07 00:00:00,23.7,-68.5,TS,1875-10-08 00:00:00,26.5,-69.4,90.0
1875285N27285,1875,1875-10-12 00:00:00,27.3,-74.8,TS,1875-10-14 00:00:00,31.9,-74.8,70.0
1875355S19065,1876,1875-12-21 06:00:00,-18.9,64.9,NR,,,,
1876001S17061,1876,1876-01-01 06:00:00,-16.6,61.0,NR,,,,
1876032S17059,1876,1876-01-31 18:00:00,-17.2,58.8,NR,,,,
1876046S18062,1876,1876-02-14 18:00:00,-18.3,61.8,NR,,,,
1876052S14066,1876,1876-02-21 06:00:00,-14.4,66.4,NR,,,,
1876052S18062,1876,1876-02-21 06:00:00,-18.2,62.1,NR,,,,
1876071S16083,1876,1876-03-10 18:00:00,-16.0,82.5,NR,,,,
1876200N16293,1876,1876-07-17 12:00:00,15.5,-67.0,TS,,,,
1876213N32288,1876,1876-07-30 12:00:00,32.2,-72.1,TS,,,,
1876227N26295,1876,1876-08-13 12:00:00,26.0,-65.0,TS,,,,
1876231N14303,1876,1876-08-17 12:00:00,13.6,-57.5,TS,,,,
1876239N25295,1876,1876-08-25 12:00:00,25.0,-65.0,TS,,,,
1876247N14325,1876,1876-09-02 12:00:00,13.5,-35.5,TS,,,,
1876253N39299,1876,1876-09-09 00:00:00,39.0,-60.8,TS,1876-09-09 00:00:00,39.0,-60.8,80.0
1876254N15320,1876,1876-09-10 00:00:00,15.0,-40.2,TS,1876-09-13 00:00:00,17.8,-62.9,100.0
1876257N14319,1876,1876-09-12 12:00:00,14.0,-41.5,TS,,,,
1876260N19302,1876,1876-09-16 00:00:00,19.0,-57.8,TS,1876-09-16 00:00:00,19.0,-57.8,50.0
1876268N12300,1876,1876-09-24 06:00:00,11.5,-60.2,TS,,,,
1876273N12301,1876,1876-09-29 00:00:00,11.5,-58.8,TS,,,,
1876273N14301,1876,1876-09-29 00:00:00,14.1,-58.8,TS,1876-10-03 00:00:00,12.8,-80.7,90.0
1876285N11279,1876,1876-10-10 12:00:00,10.7,-81.2,TS,1876-10-19 00:00:00,21.8,-82.4,100.0
1876313N24310,1876,1876-11-07 12:00:00,24.0,-50.0,TS,,,,
1876336S15075,1877,1876-11-30 18:00:00,-14.6,74.7,NR,,,,
1877001S12055,1877,1877-01-01 06:00:00,-12.2,54.9,NR,,,,
1877001S13054,1877,1877-01-01 06:00:00,-13.2,54.1,NR,,,,
1877009S13054,1877,1877-01-09 00:00:00,-13.2,54.1,TS,,,,
1877039S19059,1877,1877-02-07 18:00:00,-18.7,58.8,NR,,,,
1877041S20059,1877,1877-02-10 00:00:00,-20.3,58.9,TS,,,,
1877042S14078,1877,1877-02-11 00:00:00,-13.7,77.7,TS,,,,
1877042S18059,1877,1877-02-11 06:00:00,-18.0,58.8,NR,,,,
1877046S12079,1877,1877-02-14 18:00:00,-12.4,78.9,NR,,,,
1877101S15062,1877,1877-04-11 00:00:00,-15.4,62.3,TS,,,,
1877111S15063,1877,1877-04-20 18:00:00,-15.2,63.3,NR,,,,
1877121S07090,1877,1877-04-30 18:00:00,-7.2,89.7,NR,,,,
1877129S08088,1877,1877-05-09 00:00:00,-8.3,87.7,TS,,,,
1877131S07090,1877,1877-05-11 06:00:00,-6.9,89.8,NR,,,,
1877135N10083,1877,1877-05-15 00:00:00,9.9,82.9,TS,,,,
1877192N21090,1877,1877-07-11 00:00:00,20.8,89.7,TS,,,,
1877213N23288,1877,1877-08-01 00:00:00,23.1,-72.1,TS,1877-08-02 00:00:00,26.1,-75.9,60.0
1877214N29286,1877,1877-08-01 12:00:00,28.6,-74.5,TS,,,,
1877218N21090,1877,1877-08-06 00:00:00,20.6,89.5,TS,,,,
1877220N22092,1877,1877-08-08 00:00:00,22.3,91.7,TS,,,,
1877226N21089,1877,1877-08-14 00:00:00,20.8,89.0,TS,,,,
1877230N20091,1877,1877-08-18 00:00:00,20.4,90.5,TS,,,,
1877237N30302,1877,1877-08-24 12:00:00,29.8,-57.6,TS,,,,
1877241N20088,1877,1877-08-29 00:00:00,20.4,88.4,TS,,,,
1877247N14341,1877,1877-09-03 18:00:00,14.4,-19.0,TS,,,,
1877249N20088,1877,1877-09-06 00:00:00,19.9,87.5,TS,,,,
1877257N22268,1877,1877-09-14 00:00:00,21.5,-92.0,TS,1877-09-17 00:00:00,27.8,-95.1,70.0
